Fiyat;Marka;Seri;Model;Yıl;Kilometre;Vites;Yakıt;Renk;Motor Hacmi;Motor Gücü;Kasa Tipi;İlan Tarihi;Boya-değişen;Araç Durumu;Link
1.085.000 TL;Volkswagen;Polo;1.0 Impression;2023;15.000 km;;;;999 cc;80 hp;Hatchback/5;14 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-polo-1-0-impression/2024-cikisli-polo-15-bin-km-de-boyasiz-degisensiz/33562741
1.419.000 TL;Volkswagen;Golf;1.0 TSi Highline;2018;139.000 km;;;;999 cc;110 hp;Hatchback/5;14 Ekim 2025;1 değişen;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-golf-1-0-tsi-highline/2018-cam-tavan-hayalet-golf/33555704
650.000 TL;Volkswagen;Polo;1.4 Comfortline;2012;245.000 km;;;;1390 cc;85 hp;Hatchback/5;14 Ekim 2025;4 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-4-comfortline/sahibinden-yakit-cimrisi-emsalsiz-volkswagen-polo-1-4-comfortline-2012-model/33507579
650.000 TL;Volkswagen;Polo;1.4 Comfortline;2012;245.000 km;;;;1390 cc;85 hp;Hatchback/5;14 Ekim 2025;4 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-polo-1-4-comfortline/sahibinden-yakit-cimrisi-emsalsiz-volkswagen-polo-1-4-comfortline-2012-model/33507579
698.000 TL;Volkswagen;Jetta;1.2 TSi Comfortline;2012;286.000 km;;;;1197 cc;105 hp;Sedan;14 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-jetta-1-2-tsi-comfortline/galeriden-volkswagen-jetta-1-2-tsi-comfortline-2012-model-gaziantep/33528460
1.630.000 TL;Volkswagen;Passat;1.6 TDi BlueMotion Comfortline;2017;220.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Sedan;14 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/has-berk-auto-2017-passat-r-line-donusumlu-hatasiz-ayarinda/33261915
1.490.000 TL;Volkswagen;Passat;1.5 TSi Business;2020;238.000 km;;;;1498 cc;150 hp;Sedan;14 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-5-tsi-business/vw-passat-1-5-tsi-150-hp-business-2021-cks-yeni-logo-katlnr-ayna/33606990
1.050.000 TL;Volkswagen;Golf;1.2 TSi Midline Plus;2016;190.000 km;;;;1200 cm3' e kadar;101 - 125 HP;Hatchback/5;14 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-golf-1-2-tsi-midline-plus/2016-volkswagen-golf-1-2-tsi-midline-plus-boyasiz-otomatik/33032241
"335.000 TL
320.750 TL";Volkswagen;Polo;1.4 Comfortline;2001;262.000 km;;;;1390 cc;100 hp;Hatchback/3;13 Ekim 2025;1 değişen;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-polo-1-4-comfortline/galeriden-volkswagen-polo-1-4-comfortline-2001-model-balikesir/33264613
1.745.000 TL;Volkswagen;Passat;1.5 TSi Business;2020;109.000 km;;;;1401 - 1600 cm3;126 - 150 HP;Sedan;13 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-5-tsi-business/2020-passat-1-5tsi-bussines-109-ooo-km-siyah-hatasiz-20kdv/33262652
2.465.000 TL;Volkswagen;Golf;1.5 eTSI R Line;2024;18.500 km;;;;1498 cc;150 hp;Hatchback/5;13 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-golf-1-5-etsi-r-line/hatasiz-boyasiz-1-5-etsi-r-line-yaris-mavi-17-000-km/33262435
1.519.000 TL;Volkswagen;Passat;1.4 TSi BlueMotion Comfortline;2016;148.000 km;;;;1201 - 1400 cm3;101 - 125 HP;Sedan;13 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-4-tsi-bluemotion-comfortline/2016-model-hatasiz-boyasiz-otomatik-passat/33532656
1.299.900 TL;Volkswagen;Polo;1.0 TSi Comfortline;2021;52.500 km;;;;1200 cm3' e kadar;76 - 100 HP;Hatchback/5;13 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-polo-1-0-tsi-comfortline/prada-otomotiv-den-boyasiz-degisensiz-tramersiz-1-19-kredi-oran/33004868
1.985.000 TL;Volkswagen;Passat;1.4 TSi BlueMotion Highline;2018;84.000 km;;;;1201 - 1400 cm3;101 - 125 HP;Sedan;12 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-4-tsi-bluemotion-highline/servis-baki-2018-vw-passat-1-4tsi-highline-cam-tavan-hayalet-dsg/33449101
570.000 TL;Volkswagen;Jetta;1.6 TDi Trendline;2012;326.500 km;;;;1598 cc;105 hp;Sedan;12 Ekim 2025;1 değişen, 11 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-jetta-1-6-tdi-trendline/2012-model-volkswagen-jetta-1-6tdi-dsg/33448265
1.495.000 TL;Volkswagen;Passat;1.6 TDi BlueMotion Business;2020;162.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Sedan;12 Ekim 2025;3 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-business/2020-tdi-business/28223413
1.150.000 TL;Volkswagen;Passat;1.4 TSi BlueMotion Comfortline;2011;138.000 km;;;;1390 cc;122 hp;Sedan;12 Ekim 2025;3 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-4-tsi-bluemotion-comfortline/ilk-sahibinden-ilk-plaka-henuz-138-binde-1-4-tsi-bmt-passat/33481342
"885.000 TL
875.000 TL";Volkswagen;Polo;1.4 TDi Comfortline;2016;199.000 km;;;;1422 cc;90 hp;Hatchback/5;12 Ekim 2025;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-polo-1-4-tdi-comfortline/kibriscik-2016-model-otomatik-vites-vw-polo-1-4-tdi-tertemiz/33448004
"815.000 TL
780.000 TL";Volkswagen;Passat;1.4 TSi BlueMotion Trendline;2011;203.000 km;;;;1201 - 1400 cm3;101 - 125 HP;Sedan;12 Ekim 2025;2 değişen, 4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-4-tsi-bluemotion-trendline/arslan-auto-2012-cikisli-b7-manuel-takasli-kredi-k-karti-gecerli/32976382
857.000 TL;Volkswagen;Polo;1.4 Comfortline;2011;90.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;12 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-polo-1-4-comfortline/vefadan-hatasiz-orjinal-full-bakimli-2011-vw-polo-1-4-otomatik/32569416
625.000 TL;Volkswagen;Passat;1.6 FSi Comfortline;2008;304.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Sedan;12 Ekim 2025;1 değişen, 6 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-fsi-comfortline/2008-hatasiz-tramersiz-cok-temiz-bakimli-1-6-comfortline/32568913
1.475.000 TL;Volkswagen;Passat;1.6 TDi BlueMotion Comfortline;2015;149.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Sedan;12 Ekim 2025;3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/2016-cikisli-degisensiz-r-line-donusum-ici-bej-dusuk-km-passat/31769649
877.000 TL;Volkswagen;Golf;1.4 TSi Comfortline;2009;196.000 km;;;;1390 cc;122 hp;Hatchback/5;11 Ekim 2025;2 değişen, 1 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-golf-1-4-tsi-comfortline/sunrooflu-otomatik-2009-model-golf-6/33413795
1.135.000 TL;Volkswagen;Passat;1.6 TDi BlueMotion Comfortline;2012;144.000 km;;;;1598 cc;105 hp;Sedan;11 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/2012-model-144-bin-km-de-hatasiz-1-6-dizel-passat-comfortline/32539990
410.000 TL;Volkswagen;Bora;1.6 Comfortline;2004;285.000 km;;;;1595 cc;102 hp;Sedan;11 Ekim 2025;1 değişen, 4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-bora-1-6-comfortline/2004-volkswagen-bora-1-6-comfortline-otomatik-masrafsiz/32537760
1.085.000 TL;Volkswagen;Polo;1.2 TSi Comfortline;2015;62.250 km;;;;1200 cm3' e kadar;76 - 100 HP;Hatchback/5;10 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-polo-1-2-tsi-comfortline/62-000-km-hatasiz-otomatik-vw-polo-2015/33394603
980.000 TL;Volkswagen;Jetta;1.6 TDi Comfortline;2015;243.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Sedan;10 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-jetta-1-6-tdi-comfortline/atlas-auto-dan-2015-model-hatasiz-boyasiz-tramersiz-vw-jetta/32861193
849.000 TL;Volkswagen;Jetta;1.2 TSi Trendline;2015;175.000 km;;;;1200 cm3' e kadar;101 - 125 HP;Sedan;10 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-jetta-1-2-tsi-trendline/2015-vw-jetta-1-2-tsi-hatasiz-masrafsiz-bakimli/32472245
1.070.000 TL;Volkswagen;Passat;1.6 TDi BlueMotion Comfortline;2013;213.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Sedan;10 Ekim 2025;1 değişen, 6 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/2013-model-2014-cikisli/33181481
915.000 TL;Volkswagen;Passat;1.6 TDi BlueMotion Comfortline;2014;410.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Sedan;10 Ekim 2025;2 değişen, 6 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/2014-model-2015-cikis-confortline-passat-b8-dsg-sanziman-f1/33369643
"625.000 TL
560.000 TL";Volkswagen;New Beetle;1.6 Smile;2003;250.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Hatchback/3;10 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-new-beetle-1-6-smile/volkswagen-beetle-hatasiz-ayarinda-degisensiz/32956182
1.335.000 TL;Volkswagen;Golf;1.4 TSi Highline;2017;139.000 km;;;;1201 - 1400 cm3;101 - 125 HP;Hatchback/5;10 Ekim 2025;4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-golf-1-4-tsi-highline/vw-golf-1-4tsi-highline-dsg-degisensiz-kredi-kartina-taksit/32502059
1.439.000 TL;Volkswagen;Passat;1.6 TDi BlueMotion Comfortline;2016;180.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Sedan;10 Ekim 2025;4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/degisensiz-passat-komple-r-line-donusum-icibej-veronajant-bakiml/32114005
535.000 TL;Volkswagen;Jetta;1.6 Comfortline;2007;336.900 km;;;;1595 cc;102 hp;Sedan;10 Ekim 2025;6 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-jetta-1-6-comfortline/otorium-2007-wv-jetta-comfortline-1-6-lpg-102hp-otomatik-sunroof/32112800
1.615.000 TL;Volkswagen;Passat;1.4 TSi BlueMotion Highline;2016;161.000 km;;;;1201 - 1400 cm3;126 - 150 HP;Sedan;10 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-4-tsi-bluemotion-highline/161-000km-boyasiz-passat-1-4-tsi-act-150-kahve-bej-18jant-masaj/32112367
919.000 TL;Volkswagen;Polo;1.0 Impression;2024;24.000 km;;;;1200 cm3' e kadar;76 - 100 HP;Hatchback/5;10 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-polo-1-0-impression/2024-model-dusuk-km-srt-tkp-hayalet-ekrn-acl-fren-sifir-ayarinda/31634292
1.045.000 TL;Volkswagen;Passat;1.4 TSi BlueMotion Comfortline;2011;205.000 km;;;;1201 - 1400 cm3;101 - 125 HP;Sedan;09 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-4-tsi-bluemotion-comfortline/2011-ww-comfortline-passat-boyasiz-beyaz-sanrufluu-experli/33362599
1.039.900 TL;Volkswagen;Passat;1.4 TSi BlueMotion Comfortline;2013;192.000 km;;;;1201 - 1400 cm3;101 - 125 HP;Sedan;09 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-4-tsi-bluemotion-comfortline/2013-model-otomatik-comfortline-passat/33362578
695.000 TL;Volkswagen;Passat;1.4 TSi BlueMotion Comfortline;2012;335.000 km;;;;1390 cc;122 hp;Sedan;09 Ekim 2025;7 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-4-tsi-bluemotion-comfortline/degisensiz-2012-model-volkswagen-passat-comfortline-1-4-tsi-lpg/33362550
775.000 TL;Volkswagen;Golf;1.4 TSi Comfortline;2011;255.000 km;;;;1390 cc;122 hp;Hatchback/5;09 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-golf-1-4-tsi-comfortline/galeriden-volkswagen-golf-1-4-tsi-comfortline-2011-model-adana/33103219
749.000 TL;Volkswagen;Passat;1.4 TSi BlueMotion Trendline;2011;290.000 km;;;;1201 - 1400 cm3;101 - 125 HP;Sedan;09 Ekim 2025;2 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-4-tsi-bluemotion-trendline/otomatik-passat-temiz-bakimli/32929467
"1.149.000 TL
1.145.000 TL";Volkswagen;Golf;1.0 TSi Comfortline;2017;79.000 km;;;;1200 cm3' e kadar;101 - 125 HP;Hatchback/5;09 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-golf-1-0-tsi-comfortline/alantepe-otomotivden-2017-model/33358799
"1.175.000 TL
1.150.000 TL";Volkswagen;Jetta;1.4 TSi BlueMotion Highline;2017;140.000 km;;;;1201 - 1400 cm3;101 - 125 HP;Sedan;09 Ekim 2025;2 değişen, 5 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-jetta-1-4-tsi-bluemotion-highline/mrs-motors-jetta-highline-sunroof-k-ayna-140-ooo-km/32918649
1.195.000 TL;Volkswagen;Polo;1.0 TSi Comfortline;2018;145.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;09 Ekim 2025;4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-polo-1-0-tsi-comfortline/2018-volkswagen-polo-1-0-tsi-otomatik-vites-sunroof/32895764
999.000 TL;Volkswagen;Scirocco;1.4 TSi Sportline;2016;136.000 km;;;;1201 - 1400 cm3;126 - 150 HP;Coupe;09 Ekim 2025;2 değişen, 4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-scirocco-1-4-tsi-sportline/brt-auto-dan-volkswagen-scirocco-ekstrali-kk-imkani/32472419
1.625.000 TL;Volkswagen;Passat;1.6 TDi BlueMotion Comfortline;2016;70.000 km;;;;1598 cc;120 hp;Sedan;09 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/2016-model-hatasiz-1-6-tdi-comfortline-69-bin-km/30902173
1.110.000 TL;Volkswagen;VW CC;1.4 TSi;2015;228.500 km;;;;1201 - 1400 cm3;151 - 175 HP;Coupe;08 Ekim 2025;2 değişen, 5 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-vw-cc-1-4-tsi/volkswagen-cc-1-4-tsi-sportline-yer-ucagi-ilanda/33093956
"736.900 TL
727.900 TL";Volkswagen;Polo;1.4 TDi Trendline;2017;169.000 km;;;;1422 cc;75 hp;Hatchback/5;08 Ekim 2025;3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-polo-1-4-tdi-trendline/2017-model-hatasiz-dizel-sadece-169-000-km-emsalsiz-temizlikte/33389026
1.075.000 TL;Volkswagen;Polo;1.0 Impression;2024;20.000 km;;;;1200 cm3' e kadar;76 - 100 HP;Hatchback/5;08 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-polo-1-0-impression/2024-sifir-gibi-vw-polo-1-0-manuel-20-000km-hatasiz-boyasiz/32887641
742.000 TL;Volkswagen;Passat;1.6 TDi BlueMotion Comfortline;2014;250.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Sedan;08 Ekim 2025;1 değişen, 6 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/vefam-otomotivden-binici-araci/32343939
1.490.000 TL;Volkswagen;Golf;1.4 TSi Comfortline;2017;128.000 km;;;;1201 - 1400 cm3;101 - 125 HP;Hatchback/5;08 Ekim 2025;2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-golf-1-4-tsi-comfortline/1-4tsi-lansman-renk-geri-gorus-agir-bakimlar-4lastik-jant-sifir/31147931
1.830.000 TL;Volkswagen;Passat;1.5 TSi Business;2021;135.000 km;;;;1498 cc;150 hp;Sedan;07 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-5-tsi-business/ilk-sahibinden-2021-yeni-logo-beyazzz/32645824
630.000 TL;Volkswagen;Jetta;1.4 TSi Tour;2009;270.000 km;;;;1390 cc;122 hp;Sedan;07 Ekim 2025;4 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-jetta-1-4-tsi-tour/galeriden-volkswagen-jetta-1-4-tsi-tour-2009-model-istanbul/33053258
1.750.000 TL;Volkswagen;Passat;1.6 TDi BlueMotion Highline;2017;175.000 km;;;;1598 cc;120 hp;Sedan;07 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-highline/osmanli-motorss-bafradan-volkswagen-passat-1-6-tdi-bluemotion-highline-2017-model/29855089
1.820.000 TL;Volkswagen;Passat;1.5 TSi Impression;2021;49.000 km;;;;1498 cc;150 hp;Sedan;07 Ekim 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-5-tsi-impression/tanik-kardeslerden-hatasiz-dusuk-km-passat-sifir-ayarinda/29806863
465.000 TL;Volkswagen;Polo;1.4 Basicline;2005;217.000 km;;;;1390 cc;75 hp;Hatchback/5;07 Ekim 2025;1 değişen, 6 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-polo-1-4-basicline/nilvera-motors-dan-2005-vw-polo-1-4-benzin-lpg-otomatik/32861260
955.000 TL;Volkswagen;Golf;1.6 TDi BlueMotion Comfortline;2016;258.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;07 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-golf-1-6-tdi-bluemotion-comfortline/2016-boyasiz-degisensiz-kayitsiz/32833908
1.125.000 TL;Volkswagen;Golf;1.6 TDi BlueMotion Comfortline;2017;208.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Hatchback/5;07 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-golf-1-6-tdi-bluemotion-comfortline/bsr-cars-golf-comfortline-servis-bakimli-hatasiz-boyasiz/32113032
870.000 TL;Volkswagen;Jetta;1.6 TDi Comfortline;2012;235.000 km;;;;1598 cc;105 hp;Sedan;05 Ekim 2025;6 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-jetta-1-6-tdi-comfortline/galeriden-volkswagen-jetta-1-6-tdi-comfortline-2012-model-aydin/32394084
755.000 TL;Volkswagen;Polo;1.6 TDi Comfortline;2013;201.000 km;;;;1401 - 1600 cm3;76 - 100 HP;Hatchback/5;05 Ekim 2025;3 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-polo-1-6-tdi-comfortline/basardan-2013-1-6-tdi-comfort-polo-otomatik-bakimlari-yeni/32408277
1.715.000 TL;Volkswagen;Passat;1.4 TSi BlueMotion Comfortline;2018;100.000 km;;;;1201 - 1400 cm3;101 - 125 HP;Sedan;05 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-4-tsi-bluemotion-comfortline/akyuz-auto-dan-dusuk-km-lansman-renk-hatasiz-boyasiz-passaat/31175308
1.205.000 TL;Volkswagen;Jetta;1.4 TSi BlueMotion Comfortline;2017;149.000 km;;;;1201 - 1400 cm3;101 - 125 HP;Sedan;04 Ekim 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-jetta-1-4-tsi-bluemotion-comfortline/jetta-1-4tsi-comfortline-otomatik-hatasiz-boyasiz-tramersiz/32436271
1.680.000 TL;Volkswagen;Passat;1.4 TSi BlueMotion Highline;2016;72.440 km;;;;1201 - 1400 cm3;101 - 125 HP;Sedan;03 Ekim 2025;3 değişen, 5 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-4-tsi-bluemotion-highline/2016-vw-passat-1-4tsi-dsg-highline-camtavan-hayalet-isitma-keyls/32314479
1.600.000 TL;Volkswagen;Passat;1.6 TDi BlueMotion Comfortline;2016;203.000 km;;;;1598 cc;120 hp;Sedan;30 Eylül 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/sahibinden-volkswagen-passat-1-6-tdi-bluemotion-comfortline-2016-model/33044790
529.000 TL;Volkswagen;Golf;1.6 FSi Midline;2004;262.000 km;;;;1598 cc;115 hp;Hatchback/5;29 Eylül 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-golf-1-6-fsi-midline/galeriden-volkswagen-golf-1-6-fsi-midline-2004-model-denizli/32200920
325.000 TL;Volkswagen;Passat;1.8 Basic;1998;371.000 km;;;;1781 cc;125 hp;Sedan;29 Eylül 2025;1 değişen, 12 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-8-basic/vw-passat-1-8-muayeneli-motor-yuruyen-temiz/29680373
850.000 TL;Volkswagen;Jetta;1.6 TDi Comfortline;2011;200.550 km;;;;1598 cc;105 hp;Sedan;28 Eylül 2025;1 değişen, 3 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-jetta-1-6-tdi-comfortline/auto-kilinc-2011-volkswagen-jetta-1-6tdi-otomatik/32523836
1.035.000 TL;Volkswagen;Jetta;1.4 TSi BlueMotion Comfortline;2016;177.000 km;;;;1395 cc;125 hp;Sedan;26 Eylül 2025;2 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-jetta-1-4-tsi-bluemotion-comfortline/sahibinden-volkswagen-jetta-1-4-tsi-bluemotion-comfortline-2016-model/32939868
1.525.000 TL;Volkswagen;Passat;1.6 TDi BlueMotion Comfortline;2015;164.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Sedan;26 Eylül 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/polat-tan-boyasizdsg-comfortline1-6-tdi-bmt-bakimlipassat/32540012
1.200.000 TL;Volkswagen;Golf;1.4 TSi Comfortline;2013;168.000 km;;;;1395 cc;122 hp;Hatchback/5;23 Eylül 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-golf-1-4-tsi-comfortline/sahibinden-volkswagen-golf-1-4-tsi-comfortline-2013-model/32851280
199.750 TL;Volkswagen;Polo;1.6 Classic;1997;94.000 km;;;;1595 cc;100 hp;Sedan;23 Eylül 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-polo-1-6-classic/galeriden-volkswagen-polo-1-6-classic-1997-model-kirsehir/30837312
1.250.000 TL;Volkswagen;Polo;1.0 TSi Comfortline;2021;103.000 km;;;;999 cc;95 hp;Hatchback/5;22 Eylül 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-polo-1-0-tsi-comfortline/galeriden-volkswagen-polo-1-0-tsi-comfortline-2021-model-balikesir/32299923
785.000 TL;Volkswagen;Jetta;1.6 TDi Exclusive;2011;277.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Sedan;22 Eylül 2025;Tamamı orjinal;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-jetta-1-6-tdi-exclusive/motor-garantili-butun-agir-bakimlari-yeni/32839872
1.385.000 TL;Volkswagen;Golf;1.0 eTSI Life;2021;156.500 km;;;;999 cc;110 hp;Hatchback/5;19 Eylül 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-golf-1-0-etsi-life/hatasiz-2021-golf1-0e-tsi-life-dsg-hayalet-kispaketis-bkm/31082057
1.490.000 TL;Volkswagen;Passat;1.6 TDi BlueMotion Comfortline;2017;180.000 km;;;;1598 cc;120 hp;Sedan;19 Eylül 2025;Belirtilmemiş;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/hatasiz-boyasiz-otomatik-volkswagen-passat/31937880
"900.000 TL
890.000 TL";Volkswagen;Jetta;1.6 TDi Comfortline;2014;273.000 km;;;;1598 cc;105 hp;Sedan;16 Eylül 2025;1 değişen;İkinci El;https://www.arabam.com/ilan/sahibinden-satilik-volkswagen-jetta-1-6-tdi-comfortline/sahibinden-volkswagen-jetta-1-6-tdi-comfortline-2014-model/32657282
1.185.000 TL;Volkswagen;Passat;1.6 TDi BlueMotion Comfortline;2016;250.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Sedan;03 Eylül 2025;3 değişen, 2 boyalı;İkinci El;https://www.arabam.com/ilan/galeriden-satilik-volkswagen-passat-1-6-tdi-bluemotion-comfortline/tml-motors-2016-volkswagen-passat-tungsten-gri/31500176
